Id, Name, TrackingID, Creative, Clicks, Impressions, DateStamp
26756, 300x250, _BL4a96211__, 26756_Moraine_Valley_Community College_4.1.17_300x250_Desktop_BL4a96211__, 38, 110003, 4/1/2017 12:00:00 AM
26756, 300x250, _BL4a96211__, 26756_Moraine_Valley_Community College_4.1.17_728x90_Desktop_BL4a96211__, 15, 95160, 4/1/2017 12:00:00 AM
26756, 300x250, _BL4a96211__, 26756_Moraine_Valley_Community_College_4.1.17_320x50_Mobile_BL4a96211__, 26, 42375, 4/1/2017 12:00:00 AM
28347, 300x250, _BL7b2611e__, 28347_St._Croix_Casino_4.10.17_300x250_BL7b2611e__, 27, 10895, 4/10/2017 12:00:00 AM
28347, 300x250, _BL7b2611e__, 28347_St._Croix_Casino_4.10.17_320x50_BL7b2611e__, 69, 28515, 4/10/2017 12:00:00 AM
28347, 300x250, _BL7b2611e__, 28347_St._Croix_Casino_4.7.17_300x250_BL7b2611e__, 128, 75815, 4/7/2017 12:00:00 AM
28347, 300x250, _BL7b2611e__, 28347_St._Croix_Casino_4.7.17_320x50_BL7b2611e__, 262, 93138, 4/7/2017 12:00:00 AM
28472, 300x250, _BL5b068e9__, 28472_Eden_Prairie_Center_3.27.17_300x250_Desktop_BL5b068e9__, 8, 24822, 4/1/2017 12:00:00 AM
28472, 300x250, _BL5b068e9__, 28472_Eden_Prairie_Center_3.27.17_320x50_BL5b068e9__, 50, 37771, 4/1/2017 12:00:00 AM
28472, 300x250, _BL5b068e9__, 28472_Eden_Prairie_Center_3.27.17_728x90_Desktop_BL5b068e9__, 4, 11439, 4/1/2017 12:00:00 AM
29105, 320x50, _BL3af2c3c__, 29105_Camden_County_4.24.17_160x600_Guest_BL3af2c3c__, 0, 157, 4/24/2017 12:00:00 AM
29105, 320x50, _BL3af2c3c__, 29105_Camden_County_4.24.17_160x600_RampUp_BL3af2c3c__, 0, 55, 4/24/2017 12:00:00 AM
29105, 320x50, _BL3af2c3c__, 29105_Camden_County_4.24.17_300x250_Guest_BL3af2c3c__, 0, 458, 4/24/2017 12:00:00 AM
29105, 320x50, _BL3af2c3c__, 29105_Camden_County_4.24.17_300x250_RampUp_BL3af2c3c__, 0, 330, 4/24/2017 12:00:00 AM
29105, 320x50, _BL3af2c3c__, 29105_Camden_County_4.24.17_320x50_Guest_BL3af2c3c__, 0, 1147, 4/24/2017 12:00:00 AM
29105, 320x50, _BL3af2c3c__, 29105_Camden_County_4.24.17_320x50_RampUp_BL3af2c3c__, 3, 1035, 4/24/2017 12:00:00 AM
29105, 320x50, _BL3af2c3c__, 29105_Camden_County_4.24.17_728x90_Guest_BL3af2c3c__, 1, 263, 4/24/2017 12:00:00 AM
29105, 320x50, _BL3af2c3c__, 29105_Camden_County_4.24.17_728x90_RampUp_BL3af2c3c__, 0, 218, 4/24/2017 12:00:00 AM
29410, 300x250, _BL7357c18__, 29410_Touchpoints_3.21.17_300x600_Bannersnack_BL7357c18__, 21, 64726, 4/1/2017 12:00:00 AM
29903, 300x250, _BL5343db6__, 29903_Law_Office_of_Eric_Cedillo_4.12.17_300x250_BL5343db6__, 30, 57032, 4/12/2017 12:00:00 AM
29903, 300x250, _BL5343db6__, 29903_Law_Office_of_Eric_Cedillo_4.12.17_728X90_BL5343db6__, 10, 31950, 4/12/2017 12:00:00 AM
29903, 300x250, _BL5343db6__, 29903_Law_Office_of_Eric_Cedillo_6.25.15_300x250_BL5343db6__, 3, 6840, 4/1/2017 12:00:00 AM
29903, 300x250, _BL5343db6__, 29903_Law_Office_of_Eric_Cedillo_6.25.15_728X90_BL5343db6__, 2, 3277, 4/1/2017 12:00:00 AM
31352, 320x50, _BL7057529__, 31352_TSLV_4.7.17_300x250_BL7057529__, 61, 20549, 4/8/2017 12:00:00 AM
31352, 320x50, _BL7057529__, 31352_TSLV_4.7.17_320x50_BL7057529__, 19, 20571, 4/8/2017 12:00:00 AM
31758, 300x250, _BLd8141bd__, 31758_Hermann_Sons_4.13.17_300x250_BLd8141bd__, 55, 49860, 4/13/2017 12:00:00 AM
31758, 300x250, _BLd8141bd__, 31758_Hermann_Sons_4.13.17_300x600_BLd8141bd__, 7, 6679, 4/13/2017 12:00:00 AM
31758, 300x250, _BLd8141bd__, 31758_Hermann_Sons_4.13.17_728x90_BLd8141bd__, 7, 10662, 4/13/2017 12:00:00 AM
31813, 300x250, _BL7eac742__, 31813_Peconic_Bay_Medical_Center_2.24.17_300x250_BL7eac742__, 0, 3, 4/5/2017 12:00:00 AM
31813, 300x250, _BL7eac742__, 31813_Peconic_Bay_Medical_Center_2.24.17_300x600_BL7eac742__, 0, 3, 4/5/2017 12:00:00 AM
31813, 300x250, _BL7eac742__, 31813_Peconic_Bay_Medical_Center_2.24.17_728x90_BL7eac742__, 0, 3, 4/5/2017 12:00:00 AM
31813, 300x250, _BL7eac742__, 31813_Peconic_Bay_Medical_Center_4.4.17_300x250_BL7eac742__, 3, 8880, 4/4/2017 12:00:00 AM
31813, 300x250, _BL7eac742__, 31813_Peconic_Bay_Medical_Center_4.4.17_300x600_BL7eac742__, 0, 1446, 4/4/2017 12:00:00 AM
31813, 300x250, _BL7eac742__, 31813_Peconic_Bay_Medical_Center_4.4.17_728x90_BL7eac742__, 1, 7655, 4/4/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_300x250_Cruze17_BL2e87593__, 0, 4681, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_300x250_Equinox_BL2e87593__, 0, 6162, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_300x250_Malibu_BL2e87593__, 1, 4586, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_300x250_Silverado_BL2e87593__, 0, 8388, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_300x250_TRaverse_BL2e87593__, 0, 4121, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_300x250_Trax_BL2e87593__, 1, 4732, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_320x50_Generic_BL2e87593__, 42, 32785, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_728x90_Cruze17_BL2e87593__, 2, 5302, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_728x90_Equinox_BL2e87593__, 1, 5628, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_728x90_Malibu_BL2e87593__, 2, 10155, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_728x90_Silverado_BL2e87593__, 0, 4430, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_728x90_TRaverse_BL2e87593__, 0, 5357, 4/17/2017 12:00:00 AM
31878, 300x250, _BL2e87593__, 31878_Mark_Chevrolet_4.12.17_728x90_Trax_BL2e87593__, 1, 6051, 4/17/2017 12:00:00 AM
31998, 320x50, _BLd3e8800__, 31998_Keypoint_Credit_Union_4.18.17_160x600_HELOC_Desktop_BLd3e8800__, 3, 8425, 4/18/2017 12:00:00 AM
31998, 320x50, _BLd3e8800__, 31998_Keypoint_Credit_Union_4.18.17_300x250_HELOC_Mobile_BLd3e8800__, 10, 8679, 4/18/2017 12:00:00 AM
31998, 320x50, _BLd3e8800__, 31998_Keypoint_Credit_Union_4.18.17_320x50_HELOC_Mobile_BLd3e8800__, 9, 8626, 4/18/2017 12:00:00 AM
31998, 320x50, _BLd3e8800__, 31998_Keypoint_Credit_Union_4.18.17_728x90_HELOC_Desktop_BLd3e8800__, 2, 8645, 4/18/2017 12:00:00 AM
32416, 320x50, _BL245c0c0__, 32416_Loyola_University_Medical_Center_3.29.17_300x250_BL245c0c0__, 33, 53570, 4/2/2017 12:00:00 AM
33141, 300x250, _BL2bd82a7__, 33141_Metro_PCS_Chicago_4.14.17_300x50_Weeknd_BL2bd82a7__, 0, 3462, 4/14/2017 12:00:00 AM
33141, 300x250, _BL2bd82a7__, 33141_Metro_PCS_Chicago_4.14.17_320x480_Weeknd_BL2bd82a7__, 0, 452, 4/14/2017 12:00:00 AM
33141, 300x250, _BL2bd82a7__, 33141_Metro_PCS_Chicago_4.14.17_320x50_Weeknd_BL2bd82a7__, 514, 197363, 4/14/2017 12:00:00 AM
33141, 300x250, _BL2bd82a7__, 33141_Metro_PCS_Chicago_4.3.17_300x50_Chainsmokers_BL2bd82a7__, 1, 1100, 4/3/2017 12:00:00 AM
33141, 300x250, _BL2bd82a7__, 33141_Metro_PCS_Chicago_4.3.17_300x50_NKTOB_BL2bd82a7__, 1, 5523, 4/3/2017 12:00:00 AM
33141, 300x250, _BL2bd82a7__, 33141_Metro_PCS_Chicago_4.3.17_320x480_Chainsmokers_BL2bd82a7__, 1, 49, 4/3/2017 12:00:00 AM
33141, 300x250, _BL2bd82a7__, 33141_Metro_PCS_Chicago_4.3.17_320x480_NKTOB_BL2bd82a7__, 0, 137, 4/3/2017 12:00:00 AM
33141, 300x250, _BL2bd82a7__, 33141_Metro_PCS_Chicago_4.3.17_320x50_Chainsmokers_BL2bd82a7__, 229, 99747, 4/3/2017 12:00:00 AM
33141, 300x250, _BL2bd82a7__, 33141_Metro_PCS_Chicago_4.3.17_320x50_NKTOB_BL2bd82a7__, 246, 95293, 4/3/2017 12:00:00 AM
33189, USAutoSupply300x250, _BLc75ad60__, 33189_US_Auto_Supply_3.10.17_300x250_BLc75ad60__, 107, 101193, 4/12/2017 12:00:00 AM
33237, 300x250, _BLffca2b9__, 33237_Ameren_Illinois_Static_4.17.17_300x250_BLffca2b9__, 23, 72817, 4/17/2017 12:00:00 AM
33237, 300x250, _BLffca2b9__, 33237_Ameren_Illinois_Static_4.17.17_320x50_BLffca2b9__, 166, 58079, 4/17/2017 12:00:00 AM
33425, 300x250Slider, _BLa23c83b__, 33425_Permadontics_2.14.17_300x250_BLa23c83b__, 4, 33702, 4/19/2017 12:00:00 AM
33425, 300x600IBV, _BL0327b29__, 33425_Permadontics_2.14.17_300x600_BL0327b29__, 4, 58847, 4/19/2017 12:00:00 AM
33425, 728x90IBV, _BLeb28bba__, 33425_Permadontics_2.14.17_728x90_BLeb28bba__, 3, 8913, 4/19/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Static_1.6.17_320x480_Fusion_BLafdb187__, 0, 1, 4/4/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Static_2.22.17_320x480_Fusion_General_Spanish_BLafdb187__, 0, 3, 4/4/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Static_4.6.17_320x480_English_F-150_BLafdb187__, 1, 229, 4/6/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Static_4.6.17_320x480_English_Fusion_BLafdb187__, 0, 110, 4/7/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Static_4.6.17_320x480_Spanish_F-150_BLafdb187__, 0, 15, 4/7/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Static_4.6.17_320x480_Spanish_Fusion_BLafdb187__, 0, 6, 4/13/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Static_8.24.16_320x50_BLafdb187__, 88, 92079, 4/6/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Turlock_Static_4.6.17_300x250_English_F-150_BLafdb187__, 8, 15784, 4/6/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Turlock_Static_4.6.17_300x250_English_Fusion_BLafdb187__, 13, 33313, 4/6/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Turlock_Static_4.6.17_300x250_Spanish_F-150_BLafdb187__, 0, 992, 4/6/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Turlock_Static_4.6.17_300x250_Spanish_Fusion_BLafdb187__, 5, 6994, 4/6/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Turlock_Static_4.6.17_300x600_English_F-150_BLafdb187__, 32, 28379, 4/6/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Turlock_Static_4.6.17_300x600_English_Fusion_BLafdb187__, 1, 2877, 4/6/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Turlock_Static_4.6.17_728x90_English_F-150_BLafdb187__, 0, 10274, 4/6/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Turlock_Static_4.6.17_728x90_English_Fusion_BLafdb187__, 5, 36557, 4/6/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Turlock_Static_4.6.17_728x90_Spanish_F-150_BLafdb187__, 5, 6693, 4/6/2017 12:00:00 AM
34281, 300x250, _BLafdb187__, 34281_Price_Ford_Turlock_Static_4.6.17_728x90_Spanish_Fusion_BLafdb187__, 1, 1194, 4/6/2017 12:00:00 AM
34424, 300x250, _BLd427246__, 34424_Vestar_Long_Beach_Towne_Center_3.2.17_320x50_Mobile_BLd427246__, 7, 3116, 4/4/2017 12:00:00 AM
34424, 300x250, _BLd427246__, 34424_Vestar_Long_Beach_Towne_Center_3.28.17_300x250_EasterEggstreme_BLd427246__, 77, 40841, 4/1/2017 12:00:00 AM
34424, 300x250, _BLd427246__, 34424_Vestar_Long_Beach_Towne_Center_3.28.17_320x50_EasterEggstreme_BLd427246__, 179, 117606, 4/1/2017 12:00:00 AM
34424, 300x250, _BLd427246__, 34424_Vestar_Long_Beach_Towne_Center_3.28.17_728x90_EasterEggstreme_BLd427246__, 10, 41039, 4/1/2017 12:00:00 AM
36020, 320x50, _BLad5a8a9__, 36020_AAA_1.9.17_300x250_BLad5a8a9__, 0, 3, 4/2/2017 12:00:00 AM
36182, 320x50, _BLabb345f__, 36182_Lenfest_Geo_10.6.16_320x50_BLabb345f__, 550, 277466, 4/1/2017 12:00:00 AM
36440, 300x250, _BL53dfc30__, 36440_Regions_Bank_3.14.17_300x250_Bridgetrack_BL53dfc30__, 245, 352975, 4/1/2017 12:00:00 AM
36440, 300x250, _BL53dfc30__, 36440_Regions_Bank_3.14.17_320x50_Bridgetrack_BL53dfc30__, 263, 341168, 4/1/2017 12:00:00 AM
36474, 300x250, _BLae2f6ed__, 36474_DU_Athletics_9.13.16_160x600_BLae2f6ed__, 0, 3, 4/2/2017 12:00:00 AM
36474, 300x250, _BLae2f6ed__, 36474_DU_Athletics_9.13.16_300x250_BLae2f6ed__, 0, 3, 4/4/2017 12:00:00 AM
36474, 300x250, _BLae2f6ed__, 36474_DU_Athletics_9.13.16_728x90_BLae2f6ed__, 0, 2, 4/5/2017 12:00:00 AM
36511, 300x250, _BL1cc3581__, 36511_Sunshine_Toyota_2.8.17_300x250_Generic_BL1cc3581__, 20, 20069, 4/7/2017 12:00:00 AM
36511, 300x250, _BL1cc3581__, 36511_Sunshine_Toyota_2.8.17_300x600_Generic_BL1cc3581__, 3, 2195, 4/7/2017 12:00:00 AM
36511, 300x250, _BL1cc3581__, 36511_Sunshine_Toyota_2.8.17_728x90_Generic_BL1cc3581__, 5, 17310, 4/7/2017 12:00:00 AM
36511, 300x250, _BL1cc3581__, 36511_Sunshine_Toyota_4.24.17_300x600_Rav4_BL1cc3581__, 0, 9, 4/24/2017 12:00:00 AM
36511, 300x250, _BL1cc3581__, 36511_Sunshine_Toyota_4.24.17_320x50_Retargeting_BL1cc3581__, 0, 95, 4/24/2017 12:00:00 AM
36511, 300x250, _BL1cc3581__, 36511_Sunshine_Toyota_4.7.17_300x250_Generic_BL1cc3581__, 29, 11805, 4/7/2017 12:00:00 AM
37038, 300x250, _BL9847851__, 37038_Operation_Kindness_3.17.17_300x250_Mixpo_BL9847851__, 75, 296806, 4/1/2017 12:00:00 AM
37138, 320x50, _BLff9d3f6__, 37138_Klein_Honda_4.13.17_320x50_BLff9d3f6__, 199, 115512, 4/14/2017 12:00:00 AM
38440, 320x50, _BL926addc__, 38440_Ed_Rinke_4.17.17_320x50_Cruze_BL926addc__, 57, 22400, 4/17/2017 12:00:00 AM
38440, 320x50, _BL926addc__, 38440_Ed_Rinke_4.17.17_320x50_Enclave_BL926addc__, 3, 1328, 4/17/2017 12:00:00 AM
38440, 320x50, _BL926addc__, 38440_Ed_Rinke_4.17.17_320x50_Encore_BL926addc__, 0, 1116, 4/17/2017 12:00:00 AM
38440, 320x50, _BL926addc__, 38440_Ed_Rinke_4.17.17_320x50_Equinox_BL926addc__, 2, 1881, 4/17/2017 12:00:00 AM
38440, 320x50, _BL926addc__, 38440_Ed_Rinke_4.17.17_320x50_Terrain_BL926addc__, 1, 1131, 4/17/2017 12:00:00 AM
38440, 320x50, _BL926addc__, 38440_Ed_Rinke_4.17.17_320x50_Trax_BL926addc__, 12, 7675, 4/17/2017 12:00:00 AM
39723, 300x250, _BL5dfae7a__, 39723_PNC_Bank_2.13.17_300x250_BL5dfae7a__, 25, 56092, 4/1/2017 12:00:00 AM
40287, 300x250, _BL5f8e267__, 40287_CDJR_Bloomington_4.24.17_320x50_Retargeting_BL5f8e267__, 1, 114, 4/24/2017 12:00:00 AM
40287, 300x250, _BL5f8e267__, 40287_CDJR_Bloomington_4.7.17_300x250_Generic_BL5f8e267__, 28, 22643, 4/7/2017 12:00:00 AM
40287, 300x250, _BL5f8e267__, 40287_CJDR_Bloomington_4.24.17_320x50_GeoFence_BL5f8e267__, 17, 8852, 4/24/2017 12:00:00 AM
40287, 300x250, _BL5f8e267__, 40287_Sam_Leman_CJDR_Bloomington_2.3.17_300x250_Generic_BL5f8e267__, 2, 8486, 4/7/2017 12:00:00 AM
40287, 300x250, _BL5f8e267__, 40287_Sam_Leman_CJDR_Bloomington_2.3.17_300x600_Generic_BL5f8e267__, 0, 1805, 4/7/2017 12:00:00 AM
40287, 300x250, _BL5f8e267__, 40287_Sam_Leman_CJDR_Bloomington_2.3.17_728x90_Generic_BL5f8e267__, 4, 10943, 4/7/2017 12:00:00 AM
40287, 300x250, _BL5f8e267__, 40287_Sam_Leman_CJDR_Bloomington_4.24.17_300x600_Patriot_BL5f8e267__, 0, 11, 4/24/2017 12:00:00 AM
40287, 300x250, _BL5f8e267__, 40287_Sam_Leman_CJDR_Bloomington_4.24.17_300x600_Quad_BL5f8e267__, 0, 3, 4/24/2017 12:00:00 AM
40288, 300x250, _BL7b9c10f__, 40288_CDJR_Morton_4.21.17_320x50_Retargeting_BL7b9c10f__, 11, 4520, 4/21/2017 12:00:00 AM
40288, 300x250, _BL7b9c10f__, 40288_CDJR_Morton_4.7.17_320x50_Generic_BL7b9c10f__, 83, 44045, 4/7/2017 12:00:00 AM
40288, 300x250, _BL7b9c10f__, 40288_Sam_Leman_CJDR_Morton_2.7.17_300x250_Generic_BL7b9c10f__, 5, 24544, 4/7/2017 12:00:00 AM
40288, 300x250, _BL7b9c10f__, 40288_Sam_Leman_CJDR_Morton_2.7.17_300x600_Generic_BL7b9c10f__, 1, 2396, 4/7/2017 12:00:00 AM
40288, 300x250, _BL7b9c10f__, 40288_Sam_Leman_CJDR_Morton_2.7.17_728x90_Generic_BL7b9c10f__, 4, 29554, 4/7/2017 12:00:00 AM
40288, 300x250, _BL7b9c10f__, 40288_Sam_Leman_CJDR_Morton_4.21.17_300x600_1500_BL7b9c10f__, 0, 186, 4/21/2017 12:00:00 AM
40288, 300x250, _BL7b9c10f__, 40288_Sam_Leman_CJDR_Morton_4.21.17_300x600_Cherokee_BL7b9c10f__, 0, 52, 4/21/2017 12:00:00 AM
40288, 300x250, _BL7b9c10f__, 40288_Sam_Leman_CJDR_Morton_4.21.17_320x50_GeoFence_BL7b9c10f__, 45, 16589, 4/21/2017 12:00:00 AM
40289, 300x250, _BLe57fdaa__, 40289_CDJR_Peoria_4.24.17_320x50_Retargeting_BLe57fdaa__, 0, 20, 4/24/2017 12:00:00 AM
40289, 300x250, _BLe57fdaa__, 40289_CDJR_Peoria_4.7.17_300x250_Generic_BLe57fdaa__, 18, 11737, 4/7/2017 12:00:00 AM
40289, 300x250, _BLe57fdaa__, 40289_Sam_Leman_CJDR_Peoria_2.2.17_300x250_Generic_BLe57fdaa__, 2, 16760, 4/7/2017 12:00:00 AM
40289, 300x250, _BLe57fdaa__, 40289_Sam_Leman_CJDR_Peoria_2.2.17_300x600_Generic_BLe57fdaa__, 2, 2129, 4/7/2017 12:00:00 AM
40289, 300x250, _BLe57fdaa__, 40289_Sam_Leman_CJDR_Peoria_2.2.17_728x90_Generic_BLe57fdaa__, 4, 15803, 4/7/2017 12:00:00 AM
40289, 300x250, _BLe57fdaa__, 40289_SL_CJDR_Peoria_4.24.17_320x50_GF_BLe57fdaa__, 22, 11505, 4/24/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_1160x600_Wedding_Spa_BL46109b7__, 0, 184, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_160x600_Conference_Buffet_BL46109b7__, 3, 303, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_160x600_Conference_Diner_BL46109b7__, 16, 2381, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_160x600_Conference_EventPlanning_BL46109b7__, 4, 252, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_160x600_Resort_Buffet_BL46109b7__, 11, 3456, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_160x600_Resort_Diner_BL46109b7__, 12, 1669, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_160x600_Resort_Getaway_BL46109b7__, 30, 9511, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_160x600_Resort_Spa_BL46109b7__, 36, 2816, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_160x600_Wedding_EventPlanning_BL46109b7__, 2, 329, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_160x600_Wedding_Wedding_BL46109b7__, 0, 97, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x250_Conference_Buffet_BL46109b7__, 1, 541, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x250_Conference_Diner_BL46109b7__, 1, 973, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x250_Conference_EventPlanning_BL46109b7__, 6, 4822, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x250_Resort_Buffet_BL46109b7__, 9, 3458, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x250_Resort_Diner_BL46109b7__, 36, 9720, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x250_Resort_Getaway_BL46109b7__, 13, 3131, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x250_Resort_Spa_BL46109b7__, 64, 7805, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x250_Wedding_EventPlanning_BL46109b7__, 5, 5523, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x250_Wedding_Spa_BL46109b7__, 2, 1352, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x250_Wedding_Wedding_BL46109b7__, 0, 1234, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x600_Conference_Buffet_BL46109b7__, 2, 3789, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x600_Conference_Diner_BL46109b7__, 0, 511, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x600_Conference_EventPlanning_BL46109b7__, 0, 734, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x600_Resort_Buffet_BL46109b7__, 1, 412, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x600_Resort_Diner_BL46109b7__, 1, 1615, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_300x600_Wedding_EventPlanning_BL46109b7__, 0, 118, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_468x60_Resort_Getaway_BL46109b7__.jpg, 0, 53, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_728x90_Conference_Buffet_BL46109b7__, 15, 5200, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_728x90_Conference_Diner_BL46109b7__, 0, 438, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_728x90_Conference_EventPlanning_BL46109b7__, 6, 1684, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_728x90_Resort_Buffet_BL46109b7__, 38, 4356, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_728x90_Resort_Diner_BL46109b7__, 18, 2859, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_728x90_Resort_Getaway_BL46109b7__, 35, 9513, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_728x90_Resort_Spa_BL46109b7__, 18, 4352, 4/20/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_728x90_Wedding_EventPlanning_BL46109b7__, 0, 1364, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_728x90_Wedding_Spa_BL46109b7__, 1, 424, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_4.20.17_728x90_Wedding_Wedding_BL46109b7__, 0, 446, 4/21/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_Meetings Awareness_160x600_5.3.16__BL46109b7__, 29, 22825, 4/3/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_Meetings Awareness_300x250_5.3.16__BL46109b7__, 78, 54188, 4/3/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_Meetings Awareness_728x90_5.3.16__BL46109b7__, 55, 22484, 4/3/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_SPA_160x600_5.3.16__BL46109b7__, 117, 59924, 4/3/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_SPA_300x250_5.3.16__BL46109b7__, 328, 89920, 4/3/2017 12:00:00 AM
45671, 300x250, _BL46109b7__, 40297_SECR_SPA_728x90_5.3.16__BL46109b7__, 194, 88485, 4/3/2017 12:00:00 AM
